product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Biscuits,49,1.3,52,259,2.88,7.72,-1.32,0,23/11/2023
Water,54,12.74,60,434,1.57,3.6,-1.62,0,22/11/2023
Sauces and Soups,47,8.53,47,250,1.14,8.31,0.06,1,22/11/2023
Instant Porridge,44,16.73,45,260,1.51,5.6,-0.32,1,22/11/2023
Biscuits,57,18.29,66,177,1.79,5.31,1.47,0,22/11/2023
Water,49,15.64,54,338,1.55,7.85,1.62,0,21/11/2023
Sauces and Soups,42,19.74,46,87,2.83,8.85,1.72,1,21/11/2023
Instant Porridge,61,2.3,63,300,4.08,3.7,-1.79,1,21/11/2023
Biscuits,45,2.04,51,30,2.59,6.29,-0.89,0,21/11/2023
Water,49,2.82,58,15,2.52,6.38,0.04,0,20/11/2023
Sauces and Soups,44,19.86,48,381,2.49,2.28,-0.96,1,20/11/2023
Instant Porridge,52,17.03,55,352,2.19,3.11,-1.8,1,20/11/2023
Biscuits,51,9.42,58,165,4.38,6.78,1.14,1,20/11/2023
Water,49,6.82,55,9,4.48,4.6,1.28,1,19/11/2023
Sauces and Soups,46,15.28,55,453,0.52,5.68,1.44,0,19/11/2023
Instant Porridge,40,5.66,48,58,4.15,8.88,-1.67,1,19/11/2023
Biscuits,42,9.04,46,261,0.59,6.2,0.99,1,19/11/2023
Water,43,1.36,51,312,2.46,2.97,-1.2,0,18/11/2023
Sauces and Soups,42,19.31,50,24,4.3,7.57,0.57,0,18/11/2023
Instant Porridge,44,14.09,53,265,2.16,2.24,-0.98,1,18/11/2023
Biscuits,46,6.93,48,310,2.33,3.64,-0.52,0,18/11/2023
Water,56,7.86,59,390,3.02,3.34,0.77,1,17/11/2023
Sauces and Soups,52,12.51,61,463,3.03,4.22,-0.83,1,17/11/2023
Instant Porridge,51,1.28,52,217,1.22,3.81,-0.96,0,17/11/2023
Biscuits,59,6.33,65,136,1.37,6.26,-0.86,1,17/11/2023
Water,58,12.25,64,370,3.33,2.95,-1.91,0,16/11/2023
Sauces and Soups,44,6.52,45,7,1.95,1.81,1.13,0,16/11/2023
Instant Porridge,48,2.95,57,58,2.89,1.29,-1.72,1,16/11/2023
Biscuits,48,9.67,52,236,2.07,3,1.88,0,16/11/2023
Water,49,13.83,50,306,2.85,1.51,-1.46,1,15/11/2023
Sauces and Soups,51,11.58,51,413,3.66,9.75,-1.09,0,15/11/2023
Instant Porridge,51,2.87,56,164,2.4,1.97,1.39,1,15/11/2023
Biscuits,65,13.4,67,31,2.64,2.86,-0.97,1,15/11/2023
Water,51,12.95,59,312,2.44,8.42,-0.56,0,14/11/2023
Sauces and Soups,47,2.27,52,245,0.56,8.15,-0.27,0,14/11/2023
Instant Porridge,52,18.28,59,389,1.7,3.56,-1.26,1,14/11/2023
Biscuits,48,6.04,57,382,2.9,5.26,-0.27,0,14/11/2023
Water,52,14.47,56,33,3.79,9.18,0.7,1,13/11/2023
Sauces and Soups,50,18.15,57,356,0.79,8.15,1.11,0,13/11/2023
Instant Porridge,51,10.28,57,420,3.35,2.38,0.02,1,13/11/2023
Biscuits,56,19.26,65,414,4.81,8.82,-0.22,0,13/11/2023
Water,45,12.47,50,489,4.28,9.11,1.96,0,12/11/2023
Sauces and Soups,48,1.43,53,0,1.04,8.83,1.78,1,12/11/2023
Instant Porridge,53,9.59,60,199,0.62,9.6,0.1,0,12/11/2023
Biscuits,47,6.22,56,408,2.02,3.51,-0.36,0,12/11/2023
Water,54,5.29,57,69,2.38,4.16,1.63,1,11/11/2023
Sauces and Soups,58,4.08,63,335,4.18,5.76,0.01,0,11/11/2023
Instant Porridge,42,18.18,47,9,4.8,1.01,1.72,1,11/11/2023
Biscuits,49,15.17,55,297,0.92,2.62,-0.35,0,11/11/2023
Water,58,12.87,62,394,3.96,9.36,-1.28,1,10/11/2023
Sauces and Soups,54,8.63,56,146,2.85,9.74,-0.89,0,10/11/2023
Instant Porridge,44,9.14,51,338,3.02,6.79,-0.33,0,10/11/2023
Biscuits,50,10.97,55,271,4.56,5.44,0.13,0,10/11/2023
Water,47,14.54,55,16,1.9,2.28,0.72,1,9/11/2023
Sauces and Soups,41,18.51,42,109,4.57,1.05,-1.34,1,9/11/2023
Instant Porridge,47,9.3,52,444,2.56,4.65,1.66,0,9/11/2023
Biscuits,48,15.47,51,394,3.98,1.53,-1.99,1,9/11/2023
Water,62,8.61,64,45,3.25,8.43,-1.91,0,8/11/2023
Sauces and Soups,51,9.73,51,11,0.98,9.17,-0.94,1,8/11/2023
Instant Porridge,58,12.86,60,398,3.64,9.66,-1.67,1,8/11/2023
Biscuits,44,4.16,52,110,2.98,6.57,1.08,0,8/11/2023
Water,44,19.59,44,249,2.15,1.97,0.23,0,7/11/2023
Sauces and Soups,40,6.72,47,393,2.48,7.69,-1.12,0,7/11/2023
Instant Porridge,60,1.25,61,44,4.18,8.38,-1.44,0,7/11/2023
Biscuits,37,10.67,40,471,0.62,8.36,0.06,1,7/11/2023
Water,39,10.68,43,222,2.1,5.26,1.91,1,6/11/2023
Sauces and Soups,53,17.62,60,154,4.3,3.91,2,1,6/11/2023
Instant Porridge,45,15.07,54,475,2.98,9.63,0.16,1,6/11/2023
Biscuits,46,3.77,52,352,4.19,7.64,0.66,0,6/11/2023
Water,46,17.58,50,364,1.8,2.26,-1.87,0,5/11/2023
Sauces and Soups,49,12.19,58,165,3.36,1.64,-1.25,0,5/11/2023
Instant Porridge,63,3.46,71,400,0.55,3.95,1.06,1,5/11/2023
Biscuits,50,6.73,57,261,4.32,3.73,1.12,0,5/11/2023
Water,41,14.39,49,495,3.04,2.36,1.13,1,4/11/2023
Sauces and Soups,49,14.66,58,383,1.76,1.81,0.61,1,4/11/2023
Instant Porridge,45,1.68,48,139,4.69,9.23,-0.6,0,4/11/2023
Biscuits,42,13.37,51,22,4.75,7.11,-0.19,1,4/11/2023
Water,45,1.46,49,338,3.47,2.01,1.47,0,3/11/2023
Sauces and Soups,45,16.68,49,46,2.89,6.47,-0.75,0,3/11/2023
Instant Porridge,45,6.72,51,193,2.88,8.21,0.38,0,3/11/2023
Biscuits,60,8.21,60,77,4.84,3.38,-1.98,1,3/11/2023
Water,45,20,54,406,1.23,5.71,-0.34,0,2/11/2023
Sauces and Soups,54,12.19,60,400,2.81,4.24,1.26,1,2/11/2023
Instant Porridge,55,14.63,55,423,3.49,3.45,-1.68,0,2/11/2023
Biscuits,59,18.52,59,488,4.08,8.8,1.37,1,2/11/2023
Water,43,1.37,44,153,1.74,1.91,0.12,1,1/11/2023
Sauces and Soups,55,19.24,59,394,4.79,1.01,-0.32,1,1/11/2023
Instant Porridge,45,2.97,45,469,3.68,3.84,1.68,0,1/11/2023
Biscuits,54,11.41,61,230,1.82,6.59,1.24,0,1/11/2023
Water,49,9.56,49,134,1.45,2.54,-1.21,0,31/10/2023
Sauces and Soups,44,14.13,48,100,1.83,5.43,0.92,0,31/10/2023
Instant Porridge,50,14.01,59,190,3.88,5.84,-1.99,1,31/10/2023
Biscuits,61,2.17,70,424,3.25,3.28,0.34,0,31/10/2023
Water,57,8.15,59,335,2.26,7.78,-1.03,1,30/10/2023
Sauces and Soups,50,19.7,52,78,3.28,6.93,-0.25,1,30/10/2023
Instant Porridge,56,3.08,60,329,0.97,6.08,-0.02,1,30/10/2023
Biscuits,53,13.64,58,35,3.28,7.08,0.85,1,30/10/2023
Water,51,5.4,59,81,3.05,8.95,-1.09,0,29/10/2023
Sauces and Soups,48,9.77,50,296,2.65,1.78,-1.02,1,29/10/2023
Instant Porridge,53,1.57,55,454,4.69,9.33,-0.86,1,29/10/2023
Biscuits,44,19.54,47,338,4.36,5.67,-1.99,1,29/10/2023
Water,47,11.81,55,259,2.14,1.69,-0.16,0,28/10/2023
Sauces and Soups,45,3.69,54,302,4.96,9.27,-1.52,1,28/10/2023
Instant Porridge,53,6.52,59,238,0.72,9.33,0.2,1,28/10/2023
Biscuits,52,17.8,52,458,0.8,9.83,-1.77,1,28/10/2023
Water,53,4.07,59,401,4.96,5.33,-0.5,0,27/10/2023
Sauces and Soups,48,6.26,50,206,4.52,5.9,-0.8,0,27/10/2023
Instant Porridge,46,1.55,53,414,1.86,5.45,-0.69,0,27/10/2023
Biscuits,40,15.44,41,388,2.45,3.83,1.19,1,27/10/2023
Water,55,18.64,60,408,3.17,4.04,-0.49,1,26/10/2023
Sauces and Soups,42,5.01,49,474,1.45,2.1,-1.41,1,26/10/2023
Instant Porridge,55,10.94,55,345,1.04,7.46,0.98,1,26/10/2023
Biscuits,40,3.49,47,441,2.28,5.37,1.24,0,26/10/2023
Water,49,11.35,58,346,0.93,4.87,0.88,1,25/10/2023
Sauces and Soups,52,2.7,61,73,0.79,6.67,-1.96,1,25/10/2023
Instant Porridge,66,18.91,69,351,3.03,5.12,-1.17,1,25/10/2023
Biscuits,53,11.58,60,424,2.93,6.21,-1.63,0,25/10/2023
Water,47,3.94,56,481,3.74,8.97,-1.71,0,24/10/2023
Sauces and Soups,54,13.42,62,326,2.7,1.53,1.54,1,24/10/2023
Instant Porridge,38,18.44,45,138,0.85,5.2,0.12,0,24/10/2023
Biscuits,46,8.29,49,407,1.43,1.24,0.71,0,24/10/2023
Water,50,19.73,59,87,3.36,5.42,0.79,0,23/10/2023
Sauces and Soups,41,13.21,45,465,4.45,1.01,-1.58,1,23/10/2023
Instant Porridge,43,13.01,43,72,1.55,6.99,1.56,1,23/10/2023
Biscuits,42,17.78,43,94,0.92,6.83,0.8,0,23/10/2023
Water,46,7.45,50,57,4.1,7.05,1.68,1,22/10/2023
Sauces and Soups,51,16.81,60,184,3.55,4.28,-0.33,0,22/10/2023
Instant Porridge,48,4.3,51,10,4.62,3.73,1.76,1,22/10/2023
Biscuits,51,10.13,58,45,4.69,2.21,1.42,1,22/10/2023
Water,56,10.27,61,347,4.37,8.47,1.11,1,21/10/2023
Sauces and Soups,44,11.45,52,322,3.91,6.41,-1.3,1,21/10/2023
Instant Porridge,59,13.85,64,148,3.57,4.13,0.72,0,21/10/2023
Biscuits,51,2.31,60,385,4.11,1.37,-1.65,0,21/10/2023
Water,56,17.81,59,400,3.46,6.48,-0.35,1,20/10/2023
Sauces and Soups,50,6.91,55,76,2.39,4.92,0.27,0,20/10/2023
Instant Porridge,50,3.25,51,498,1.24,5.52,0.35,1,20/10/2023
Biscuits,47,11.93,50,193,4.29,4.25,1,0,20/10/2023
Water,53,13.39,55,254,3.63,5.31,-1.29,0,19/10/2023
Sauces and Soups,49,3.68,54,194,3.5,8.73,-1.2,0,19/10/2023
Instant Porridge,46,8.44,53,144,3.96,3.67,-1.64,1,19/10/2023
Biscuits,61,12.73,67,100,4.06,6.79,-0.39,0,19/10/2023
Water,47,3.19,53,418,3.16,5.17,0.38,0,18/10/2023
Sauces and Soups,56,11.64,61,90,2.95,2.39,-0.92,0,18/10/2023
Instant Porridge,47,8.2,48,147,4.66,9.17,-1.37,1,18/10/2023
Biscuits,52,8.67,58,59,4.21,4.52,-1.92,1,18/10/2023
Water,48,13.99,56,454,3.89,3.06,-1.93,1,17/10/2023
Sauces and Soups,57,14.25,63,360,1.7,5.55,-0.76,0,17/10/2023
Instant Porridge,49,2.1,55,97,2.27,4.36,1.15,1,17/10/2023
Biscuits,53,15.2,59,305,2.81,4.79,-0.05,1,17/10/2023
Water,46,15.32,50,467,2.82,6.19,-1.43,1,16/10/2023
Sauces and Soups,44,15.78,47,92,4.06,9.62,-1.55,0,16/10/2023
Instant Porridge,49,7.41,49,375,1.31,7.86,-1.13,1,16/10/2023
Biscuits,63,4.76,63,315,2.49,3.09,1.81,1,16/10/2023
Water,50,8.92,59,7,2.5,4.18,-1.78,1,15/10/2023
Sauces and Soups,46,11.66,50,125,2.08,7.8,-1.57,1,15/10/2023
Instant Porridge,40,14.31,45,16,1.19,6.13,-1.32,0,15/10/2023
Biscuits,52,11.99,58,190,4,1.24,-0.43,0,15/10/2023
Water,45,7.22,54,342,4.5,4.36,1.85,1,14/10/2023
Sauces and Soups,32,5.45,37,28,4.07,7.45,1.07,1,14/10/2023
Instant Porridge,58,14.88,64,129,3.05,9.62,-0.93,0,14/10/2023
Biscuits,50,13.62,53,236,0.54,4.55,-1.88,1,14/10/2023
Water,56,1.62,57,231,4.68,8.39,0.2,1,13/10/2023
Sauces and Soups,58,15.05,66,437,4.88,4.14,-0.58,1,13/10/2023
Instant Porridge,48,9.1,56,26,1,4.67,1.96,1,13/10/2023
Biscuits,62,14.4,62,334,1.45,4.59,-0.11,0,13/10/2023
Water,50,9.23,51,231,2.99,3.13,1.01,1,12/10/2023
Sauces and Soups,53,14.18,57,233,2.35,1.87,0.44,0,12/10/2023
Instant Porridge,47,15.22,50,284,1.97,9.79,-0.9,0,12/10/2023
Biscuits,44,15.49,48,321,2.03,8.95,1.28,0,12/10/2023
Water,57,3.22,64,432,4.73,3.91,0.62,0,11/10/2023
Sauces and Soups,61,12.27,65,111,1.11,4.64,-1.28,0,11/10/2023
Instant Porridge,54,7.98,58,200,3.62,5.92,0.36,1,11/10/2023
Biscuits,44,15.56,46,83,3.46,5.95,-0.46,1,11/10/2023
Water,45,7.62,49,481,1.27,6.4,-0.64,1,10/10/2023
Sauces and Soups,47,13.12,54,238,2.92,6.34,0.43,0,10/10/2023
Instant Porridge,50,18.86,52,100,0.9,4.88,1.56,1,10/10/2023
Biscuits,34,1.13,40,420,1.37,8.73,-1.73,1,10/10/2023
Water,55,6.4,60,451,4.89,3.35,-0.48,1,9/10/2023
Sauces and Soups,50,4.18,51,144,4.22,2.27,-0.68,0,9/10/2023
Instant Porridge,55,18.58,61,485,2.18,8.85,-0.58,0,9/10/2023
Biscuits,46,16.28,46,97,2.32,3.19,-1.23,1,9/10/2023
Water,43,6.32,48,144,3.76,8.15,0.36,0,8/10/2023
Sauces and Soups,27,17.94,28,159,4.64,3.49,-1.94,1,8/10/2023
Instant Porridge,55,11.85,63,464,4.68,5.23,0.82,1,8/10/2023
Biscuits,56,11.21,58,267,4.24,3.81,-0.99,0,8/10/2023
Water,44,10.92,52,490,1.93,9.8,-0.11,0,7/10/2023
Sauces and Soups,53,12.21,57,95,1.03,4.76,-0.19,1,7/10/2023
Instant Porridge,44,3.03,44,230,1.47,1.55,0.8,1,7/10/2023
Biscuits,50,2.65,50,261,4.68,9.94,1.67,0,7/10/2023
Water,48,3.54,48,350,2.17,1.92,-1.28,0,6/10/2023
Sauces and Soups,54,3.71,57,189,1.81,1.32,1.27,0,6/10/2023
Instant Porridge,50,14.97,53,411,4.22,5.33,1.12,0,6/10/2023
Biscuits,45,11.74,46,105,1.01,1.71,-0.93,1,6/10/2023
Water,47,15.45,51,88,1.91,4.96,0.94,0,5/10/2023
Sauces and Soups,53,15.5,58,184,2.81,6.82,-0.44,0,5/10/2023
Instant Porridge,47,11.59,56,28,4.1,5.46,-0.61,0,5/10/2023
Biscuits,52,2.81,60,189,3.35,7.79,1.19,1,5/10/2023
Water,47,2.62,49,370,0.88,10,-1.47,1,4/10/2023
Sauces and Soups,45,3.24,46,98,2.74,7.53,0.55,1,4/10/2023
Instant Porridge,49,4.11,58,73,3.48,7.22,-1.98,1,4/10/2023
Biscuits,47,13.73,55,272,2.42,3.79,-0.87,1,4/10/2023
Water,48,17.09,49,276,0.68,7.14,1.42,1,3/10/2023
Sauces and Soups,46,5.46,51,176,4.68,9.37,-0.28,1,3/10/2023
Instant Porridge,33,9.17,40,231,1.79,7.52,1.58,0,3/10/2023
Biscuits,44,7.74,51,318,4.87,5.41,1.66,1,3/10/2023
Water,64,5.6,71,443,2.95,1.28,1.16,0,2/10/2023
Sauces and Soups,46,17.73,46,139,2.95,4.16,0.19,1,2/10/2023
Instant Porridge,56,15.43,56,48,2.82,7.45,-1.58,0,2/10/2023
Biscuits,52,16.63,61,44,4.88,4.85,0.61,0,2/10/2023
Water,45,6.9,51,216,1.27,9.67,-1.3,0,1/10/2023
Sauces and Soups,54,14.99,62,391,1.06,7.5,-1.84,0,1/10/2023
Instant Porridge,54,2.69,59,236,3.95,8.73,-0.6,1,1/10/2023
Biscuits,50,13.5,51,468,4.3,2.59,0.03,0,1/10/2023
Water,42,13.2,45,20,1.17,2.82,-1.71,0,30/9/2023
Sauces and Soups,47,4.91,53,462,1.47,5.61,1.83,1,30/9/2023
Instant Porridge,48,9.19,52,5,1.07,3.93,-1.85,1,30/9/2023
Biscuits,44,5.34,52,450,4.36,9.57,1.46,0,30/9/2023
Water,53,2.32,60,125,4.45,4.72,-0.35,0,29/9/2023
Sauces and Soups,55,12.12,60,83,1.03,2.03,1.15,0,29/9/2023
Instant Porridge,54,12.18,58,486,4.25,4.58,0.05,1,29/9/2023
Biscuits,46,9.95,54,232,2.26,8.56,-1.83,0,29/9/2023
Water,34,8.36,42,31,4.68,7.65,-0.36,1,28/9/2023
Sauces and Soups,59,19.07,60,232,1.07,4.62,1.22,1,28/9/2023
Instant Porridge,53,8.25,61,213,4,4.59,-0.12,1,28/9/2023
Biscuits,58,8.11,63,149,3.46,5.24,1.79,1,28/9/2023
Water,39,2.64,46,71,2,3.85,0.45,1,27/9/2023
Sauces and Soups,50,14.49,57,375,1.86,6.97,-1.71,1,27/9/2023
Instant Porridge,61,6.33,66,284,2.89,9.33,1.3,0,27/9/2023
Biscuits,50,16.95,58,28,1.51,5.01,-1.58,0,27/9/2023
Water,56,4.4,61,131,1.9,4.33,-1.9,0,26/9/2023
Sauces and Soups,60,2.28,68,25,0.55,2.22,1.68,1,26/9/2023
Instant Porridge,46,19.03,55,404,2.07,3.96,-1.35,1,26/9/2023
Biscuits,44,9.26,50,56,1.8,3.9,-1.11,0,26/9/2023
Water,54,6.24,57,415,0.9,1.18,-1.71,0,25/9/2023
Sauces and Soups,50,6.23,56,59,4.32,1.34,-1.73,1,25/9/2023
Instant Porridge,45,8.3,50,387,2.17,3.17,-0.92,1,25/9/2023
Biscuits,51,5,55,370,1.59,3.87,0.58,1,25/9/2023
Water,52,14.71,54,194,0.82,6.18,-1.95,1,24/9/2023
Sauces and Soups,47,9.77,53,424,4.7,3.24,0.27,0,24/9/2023
Instant Porridge,58,3.86,65,230,3.36,5.65,-1.14,1,24/9/2023
Biscuits,48,19.46,57,217,2.99,8.7,0.11,0,24/9/2023
Water,58,5.56,62,26,1.25,2.82,-1.33,1,23/9/2023
Sauces and Soups,53,14.39,61,342,2.35,5.1,-0.5,0,23/9/2023
Instant Porridge,58,2.23,59,58,0.66,9.76,-0.76,0,23/9/2023
Biscuits,39,1.66,45,293,3.72,3.11,-0.49,1,23/9/2023
Water,41,4.28,50,127,3.43,6.23,1.04,0,22/9/2023
Sauces and Soups,51,18.35,51,124,2.82,7.18,-0.92,0,22/9/2023
Instant Porridge,50,15.97,50,83,3.48,9.42,0.2,0,22/9/2023
Biscuits,48,16.96,50,417,1.09,7.33,0.94,0,22/9/2023
Water,39,12.09,45,363,0.64,4.99,-0.83,0,21/9/2023
Sauces and Soups,51,5.88,57,34,0.89,5.04,1.99,0,21/9/2023
Instant Porridge,56,5.3,59,53,4.21,4.4,0.59,0,21/9/2023
Biscuits,45,11.14,50,364,0.5,2.12,-0.01,0,21/9/2023
Water,55,1.87,55,490,3.97,5.18,-0.41,1,20/9/2023
Sauces and Soups,37,17.53,39,82,4.71,9.4,-1.14,1,20/9/2023
Instant Porridge,47,12.11,48,114,1.5,4.41,1.66,1,20/9/2023
Biscuits,50,15.82,58,494,0.54,5.89,0.73,1,20/9/2023
Water,56,18.99,56,256,0.99,7.98,0.48,0,19/9/2023
Sauces and Soups,54,19.2,55,490,3.61,5.73,-1.24,1,19/9/2023
Instant Porridge,53,15.74,59,218,3.65,7.52,1.85,0,19/9/2023
Biscuits,42,5.49,51,495,0.69,8.13,0.26,0,19/9/2023
Water,54,8.78,55,489,4.9,5.09,-0.54,0,18/9/2023
Sauces and Soups,49,7.37,52,174,0.98,1,-1.47,1,18/9/2023
Instant Porridge,55,12.37,58,91,3.42,8.87,1.18,1,18/9/2023
Biscuits,64,1.75,68,200,4.33,1.69,-0.65,1,18/9/2023
Water,46,15.91,49,497,2.63,2.58,1.27,0,17/9/2023
Sauces and Soups,51,9.2,52,391,4.46,1.59,-1.62,0,17/9/2023
Instant Porridge,46,11.58,54,375,1.1,5.93,-1.46,0,17/9/2023
Biscuits,47,4.66,54,325,0.72,8.65,0.4,0,17/9/2023
Water,60,3.47,61,154,3.33,6.75,0.57,0,16/9/2023
Sauces and Soups,56,18.33,59,91,0.77,4.59,0.36,1,16/9/2023
Instant Porridge,59,6.1,60,323,3.95,5.83,1.29,1,16/9/2023
Biscuits,47,10.05,54,403,2.55,9.52,-1.02,0,16/9/2023
Water,55,18.11,61,198,3.65,2.27,0.56,0,15/9/2023
Sauces and Soups,43,15.81,48,291,4.89,7.25,0.93,1,15/9/2023
Instant Porridge,51,8.9,58,226,1.36,1.85,-0.52,1,15/9/2023
Biscuits,56,17.18,57,124,3.2,3.53,-1.82,0,15/9/2023
Water,50,1.93,53,107,3.64,2.88,-1.37,1,14/9/2023
Sauces and Soups,46,9.33,47,266,2.5,8.5,-0.78,1,14/9/2023
Instant Porridge,50,19.7,55,278,0.61,7.71,-0.17,1,14/9/2023
Biscuits,49,13.61,58,319,4.4,4.7,1.44,1,14/9/2023
Water,50,10.77,50,438,2.84,7.88,-0.68,1,13/9/2023
Sauces and Soups,49,12.42,51,395,1.16,9.63,-0.63,0,13/9/2023
Instant Porridge,52,7.68,52,39,1.62,8.56,-0.65,0,13/9/2023
Biscuits,50,4.59,52,344,3.87,1.68,0.11,0,13/9/2023
Water,41,12.28,43,239,3.68,4.04,-0.3,0,12/9/2023
Sauces and Soups,56,9.35,58,146,3.07,7.44,1.07,0,12/9/2023
Instant Porridge,56,18.88,63,110,0.94,7.84,-0.18,0,12/9/2023
Biscuits,52,19.41,60,440,2.66,2.69,-1.95,0,12/9/2023
Water,45,17.81,52,386,2.47,2.88,0.99,0,11/9/2023
Sauces and Soups,57,5.9,64,381,2.9,6.32,-1.89,1,11/9/2023
Instant Porridge,57,12.08,59,278,2.42,5.03,1.61,0,11/9/2023
Biscuits,61,8.66,68,205,3.51,5.84,1.28,1,11/9/2023
Water,42,12.55,46,453,4.93,9.05,-0.75,1,10/9/2023
Sauces and Soups,40,14.35,44,50,3.84,2.88,-1.82,0,10/9/2023
Instant Porridge,51,3.02,52,86,3.14,8.92,1.06,1,10/9/2023
Biscuits,57,17.8,64,135,1.39,3.84,0.62,0,10/9/2023
Water,45,10.11,51,269,4.48,3.68,0.98,0,9/9/2023
Sauces and Soups,49,1.35,53,129,0.98,7.37,-0.89,0,9/9/2023
Instant Porridge,52,7.68,57,161,3.32,2.23,-1.54,1,9/9/2023
Biscuits,60,16.49,60,272,4.76,2.09,-0.03,0,9/9/2023
Water,49,4.65,56,342,1.32,9.64,-0.07,1,8/9/2023
Sauces and Soups,43,6.16,45,47,4.12,5.36,1.92,1,8/9/2023
Instant Porridge,54,3.27,62,174,4.16,7,1.4,0,8/9/2023
Biscuits,46,5.12,50,181,1.24,7.68,-0.72,0,8/9/2023
Water,39,2.34,43,32,3.92,4.57,-0.1,1,7/9/2023
Sauces and Soups,51,7.02,51,281,2.44,9.03,1.71,0,7/9/2023
Instant Porridge,56,3.08,61,50,4.93,4.74,1.54,1,7/9/2023
Biscuits,57,1.23,58,110,1.45,5.93,-1.93,1,7/9/2023
Water,42,4.22,46,69,3.77,2.58,1.01,1,6/9/2023
Sauces and Soups,56,1.23,56,99,4.76,7.43,-1.17,1,6/9/2023
Instant Porridge,49,14.81,52,145,3.42,2.42,-1.9,1,6/9/2023
Biscuits,59,18.79,67,168,4.34,2.85,-1.2,0,6/9/2023
Water,48,9.86,53,138,2.02,4.12,-1.57,1,5/9/2023
Sauces and Soups,54,15.64,59,326,4.2,3.74,1.57,1,5/9/2023
Instant Porridge,42,18.38,45,80,1.42,8.07,0.83,0,5/9/2023
Biscuits,59,16.14,60,465,0.79,1.43,1.66,0,5/9/2023
Water,53,18.54,62,276,2.16,9.03,0.35,1,4/9/2023
Sauces and Soups,43,1.11,45,169,2.08,7.97,-1.37,0,4/9/2023
Instant Porridge,42,6.68,48,209,1.96,7.54,-0.96,0,4/9/2023
Biscuits,44,5.23,46,77,4.67,4.78,1.2,1,4/9/2023
Water,49,16.87,54,18,3.1,5.91,-0.42,1,3/9/2023
Sauces and Soups,32,18.12,37,398,1.08,5.93,-0.5,0,3/9/2023
Instant Porridge,48,16.22,57,483,1.38,1.35,-0.13,0,3/9/2023
Biscuits,49,15.34,50,66,1.45,4.68,-1.34,0,3/9/2023
Water,58,12.87,61,124,1.54,5.35,1.62,0,2/9/2023
Sauces and Soups,55,16.25,59,83,2.17,9.3,0.62,1,2/9/2023
Instant Porridge,45,6.86,47,271,4.27,9.8,1.92,0,2/9/2023
Biscuits,39,8.71,42,135,1.96,4.1,-1.47,0,2/9/2023
Water,51,19.89,59,231,2.71,5.39,-0.92,1,1/9/2023
Sauces and Soups,48,2.99,57,101,1.32,9.1,0.12,1,1/9/2023
Instant Porridge,49,1.4,49,58,1.52,2.09,-1.95,0,1/9/2023
Biscuits,58,17.27,67,58,2.24,1.13,0.91,1,1/9/2023
Water,56,8.22,63,259,4.59,8.88,1.06,0,31/8/2023
Sauces and Soups,52,10.43,60,494,3.83,3.97,-1.59,1,31/8/2023
Instant Porridge,49,3.26,51,236,0.86,8.06,1.43,1,31/8/2023
Biscuits,48,2.61,55,58,4.5,5.96,-0.06,0,31/8/2023
Water,47,18.77,56,184,4.5,5.9,1.1,1,30/8/2023
Sauces and Soups,59,15.54,65,471,3.06,7.74,-1.21,0,30/8/2023
Instant Porridge,38,12.36,43,455,2.85,3.37,-1.91,1,30/8/2023
Biscuits,61,3.56,65,364,1.78,7.66,-1.16,0,30/8/2023
Water,48,12.32,56,67,4.18,5.11,0.73,0,29/8/2023
Sauces and Soups,48,1.71,49,147,3.39,1.89,-0.77,0,29/8/2023
Instant Porridge,43,6.87,51,276,4.06,1.94,1.23,1,29/8/2023
Biscuits,57,7.95,58,361,4.25,7.01,-0.96,0,29/8/2023
Water,54,6.52,56,70,1.44,5.3,-0.16,0,28/8/2023
Sauces and Soups,54,3.44,62,370,3.36,5.06,1.1,0,28/8/2023
Instant Porridge,49,6.05,55,116,3.76,1.61,-1.01,1,28/8/2023
Biscuits,45,6.66,53,482,3.14,2.18,-0.18,0,28/8/2023
Water,62,11.44,62,24,2.14,6.3,-1.59,1,27/8/2023
Sauces and Soups,53,9.27,61,169,1.84,9.36,0.36,1,27/8/2023
Instant Porridge,46,10.98,47,370,0.96,8.22,0.66,0,27/8/2023
Biscuits,42,16.77,49,232,1.43,2.61,-1.72,0,27/8/2023
Water,54,4.91,60,413,4.31,9.65,1.39,0,26/8/2023
Sauces and Soups,58,15.5,66,250,1.64,6.23,1.15,1,26/8/2023
Instant Porridge,60,17.5,67,244,2.42,3.24,1.28,1,26/8/2023
Biscuits,46,1.36,49,397,3.6,7.28,-0.09,0,26/8/2023
Water,52,17.35,57,338,3.73,2.59,-1.07,0,25/8/2023
Sauces and Soups,46,13.54,49,408,2.43,7.35,-1.43,0,25/8/2023
Instant Porridge,53,14.59,54,355,0.95,7.92,-0.88,0,25/8/2023
Biscuits,63,12.61,65,440,4.33,9.84,-0.03,0,25/8/2023
Water,58,9.25,58,63,2.64,2.3,-1.56,0,24/8/2023
Sauces and Soups,50,8.92,51,346,2.23,5.87,0.71,1,24/8/2023
Instant Porridge,44,6.3,45,94,4.41,2.73,0.74,1,24/8/2023
Biscuits,43,18.75,47,228,2.63,3.11,-1.33,0,24/8/2023
Water,49,11.85,58,218,3.12,7.87,0.88,0,23/8/2023
Sauces and Soups,52,13.05,60,411,3.97,2.15,0.92,0,23/8/2023
